#source: https://www.meteoblue.com/en/weather/archive/export/basel_switzerland_2661604
#location,Basel,Basel,Basel,Basel
#lat,47.54694,47.54694,47.54694,47.54694
#lon,7.56892,7.56892,7.56892,7.56892
#asl,283.697,283.697,283.697,283.697
#variable,Wind Speed,Wind Direction,Wind Speed,Wind Direction
#unit,km/h,°,km/h,°
#level,900 mb,900 mb,500 mb,500 mb
#resolution,hourly,hourly,hourly,hourly
#aggregation,None,None,None,None
timestamp,Basel Wind Speed [900 mb],Basel Wind Direction [900 mb],Basel Wind Speed [500 mb],Basel Wind Direction [500 mb]
20210102T1200,23.664352,76.80939,27.466372,190.57352
20210102T1300,20.61766,65.224846,20.907913,177.03906
20210102T1400,20.87379,57.680374,17.566378,134.16968
20210102T1500,23.0653,55.81388,18.171976,146.30994
20210102T1600,26.161375,55.6539,22.782625,148.57043
20210102T1700,30.911821,63.733353,22.66857,133.06941
20210102T1800,31.749468,60.81919,21.900904,154.69862
20210102T1900,32.949345,56.1363,29.947151,170.31122
20210102T2000,31.575506,61.38954,33.75756,172.64761
20210102T2100,32.714474,65.973495,26.717722,165.96376
20210102T2200,28.948118,68.860176,19.353138,161.56505
20210102T2300,24.248613,71.83404,17.49615,143.36588
20210103T0000,17.418196,71.93952,18.335276,136.59114
20210103T0100,14.118243,70.64101,16.299694,133.21008
20210103T0200,8.287822,55.61966,15.856354,129.47246
20210103T0300,2.9024127,29.744873,14.88242,122.15229
20210103T0400,2.5959969,303.69006,14.8257065,119.054596
20210103T0500,4.8433046,318.01282,13.70839,119.9315
20210103T0600,6.5693827,350.5377,13.896187,126.57303
20210103T0700,10.446206,358.0251,15.30741,138.81407
20210103T0800,13.004921,355.23636,13.779114,160.14479
20210103T0900,15.226764,353.21106,9.957108,139.39871
20210103T1000,16.343367,352.40536,7.5942082,121.429565
20210103T1100,16.454008,349.9194,6.9527545,111.2505
20210103T1200,17.026896,346.5514,5.937272,104.03624
20210103T1300,17.533146,340.82098,4.2136917,109.9831
20210103T1400,4.6800003,292.61987,7.42159,202.83365
20210103T1500,7.42159,320.90616,2.52,180.0
20210103T1600,8.4963045,323.61566,1.1384199,71.56504
20210103T1700,9.686609,318.01282,4.3498964,65.55604
20210103T1800,11.212135,312.39746,5.815978,68.19859
20210103T1900,11.200571,315.0,6.130579,86.63353
20210103T2000,12.387348,324.46234,6.9899354,101.88866
20210103T2100,10.703569,312.27368,6.9899354,101.88866
20210103T2200,7.771331,283.39252,6.489992,109.44003
20210103T2300,6.28713,256.7595,6.989936,124.508514
20210104T0000,6.193674,215.53769,7.7043357,142.59465
20210104T0100,6.725354,195.52411,9.693296,158.1986
20210104T0200,7.7043357,217.40535,13.556282,169.28688
20210104T0300,7.653705,221.18593,15.517629,176.0091
20210104T0400,5.3517847,222.27368,17.373497,174.05313
20210104T0500,2.4149535,206.56505,20.12461,190.30484
20210104T0600,3.4152596,161.56505,26.654589,196.47688
20210104T0700,4.6938257,147.52881,35.11061,195.46121
20210104T0800,4.1046314,127.874985,35.690872,188.70222
20210104T0900,6.924738,98.97262,32.04202,179.35625
20210104T1000,10.594036,99.7824,27.766712,166.50427
20210104T1100,10.483357,105.9454,27.783045,148.7816
20210104T1200,11.090103,103.13402,32.11071,137.7263
20210104T1300,12.7279215,98.1301,32.33193,142.23692
20210104T1400,18.129137,83.15723,33.61714,133.26428
20210104T1500,16.676977,76.263725,32.587456,135.89517
20210104T1600,16.62249,72.34988,34.366333,135.42441
20210104T1700,18.448023,72.97948,35.652725,133.36342
20210104T1800,25.364037,83.480194,32.59939,133.21008
20210104T1900,31.035257,93.990906,30.85307,131.68906
20210104T2000,37.066017,101.2008,30.652895,130.23636
20210104T2100,37.641953,102.70711,30.25928,124.82449
20210104T2200,35.543507,96.98105,31.89202,118.30075
20210104T2300,28.08923,88.53119,27.682571,110.556046
20210105T0000,16.766108,75.06858,26.554728,105.732
20210105T0100,11.91812,64.98311,32.559605,108.03428
20210105T0200,11.609651,82.874985,34.3833,107.67611
20210105T0300,11.252519,82.64761,34.925564,104.322716
20210105T0400,8.12197,77.19573,38.243114,104.167046
20210105T0500,6.4096174,51.842773,42.01525,102.36906
20210105T0600,5.1165614,50.7106,44.009903,103.24051
20210105T0700,3.396233,32.005356,42.69606,104.15341
20210105T0800,4.0249224,10.30484,39.279613,109.26526
20210105T0900,5.04,360.0,34.608715,108.81189
20210105T1000,4.6938252,4.398697,31.085323,103.392494
20210105T1100,3.7064266,29.05458,30.430117,100.911125
20210105T1200,3.096837,54.46232,29.478264,98.42697
20210105T1300,3.319036,49.398697,29.660152,95.5722
20210105T1400,7.653705,48.81407,19.137648,106.38954
20210105T1500,6.489992,19.440033,17.414476,97.125015
20210105T1600,7.072878,14.743561,18.03237,93.433624
20210105T1700,7.653705,48.81407,18.806337,95.49232
20210105T1800,8.654987,44.999985,18.94024,98.74616
20210105T1900,9.504272,37.30394,17.654686,106.58733
20210105T2000,10.086427,55.1755,13.527572,115.20112
20210105T2100,9.983106,64.358986,9.826088,118.442924
20210105T2200,10.086427,92.0454,9.19939,120.57922
20210105T2300,9.178235,78.69006,10.182337,135.0
20210106T0000,5.937272,75.96376,6.151683,159.44395
20210106T0100,6.924738,351.02737,1.835647,168.69006
20210106T0200,8.891343,328.24054,0.71999997,360.0
20210106T0300,8.654986,343.0725,3.319036,12.528809
20210106T0400,10.594036,350.2176,7.42159,14.03624
20210106T0500,11.753877,332.65015,10.365251,20.323135
20210106T0600,10.195057,317.86243,11.503113,20.136307
20210106T0700,7.928177,309.47247,12.522619,18.434952
20210106T0800,7.42159,292.83368,12.10157,22.750961
20210106T0900,7.729527,297.75854,9.826088,28.442917
20210106T1000,8.714677,308.29016,7.10031,30.465546
20210106T1100,8.287822,304.38034,5.1165614,50.7106
20210106T1200,8.373386,295.46335,3.2599385,83.65981
20210106T1300,11.043261,289.0256,1.8,143.1301
20210106T1400,13.527572,295.2011,5.506941,11.309921
20210106T1500,16.485485,301.6075,6.130579,356.63354
20210106T1600,17.709658,296.56506,5.506941,348.69006
20210106T1700,21.746502,289.3348,5.1919937,326.30994
20210106T1800,23.828083,296.95218,6.1305785,319.76367
20210106T1900,22.057161,296.14685,5.6002855,315.0
20210106T2000,20.456745,298.36905,5.1919937,303.69006
20210106T2100,22.057161,296.14685,5.0911684,278.1301
20210106T2200,27.09822,289.39783,6.379216,253.61046
20210106T2300,26.141552,292.68057,9.726664,231.009
20210107T0000,21.603,293.5747,12.984975,223.87671
20210107T0100,17.298738,282.01147,15.782622,225.0
20210107T0200,16.199999,270.0,19.35314,223.49257
20210107T0300,14.417988,272.8624,20.08916,233.74615
20210107T0400,16.394829,289.23068,23.34455,243.43495
20210107T0500,16.676977,283.73627,24.798225,260.81116
20210107T0600,20.532627,267.99045,24.522316,266.63354
20210107T0700,17.373497,275.94687,25.241108,266.7295
20210107T0800,14.205182,278.74615,27.193705,263.15723
20210107T0900,14.759999,270.0,30.018473,264.4945
20210107T1000,16.923828,268.78113,32.04202,269.35626
20210107T1100,14.33234,295.2777,33.31508,276.20346
20210107T1200,13.281023,302.82855,34.828953,277.125
20210107T1300,13.276144,282.5288,36.36,270.0
20210107T1400,9.36,270.0,41.910244,256.08313
20210107T1500,10.1376915,276.1155,42.093834,257.15228
20210107T1600,12.074766,280.30487,41.849903,261.5911
20210107T1700,12.324414,276.70984,39.640884,267.39746
20210107T1800,13.397612,276.1702,36.832767,274.48462
20210107T1900,14.494192,284.3814,32.83705,285.25513
20210107T2000,13.570615,291.8014,27.579382,305.9724
20210107T2100,10.30883,294.77515,25.959969,326.30994
20210107T2200,8.557102,292.24902,26.089447,332.02054
20210107T2300,8.759178,279.46234,24.387178,328.8912
20210108T0000,10.799999,270.0,24.344624,321.60486
20210108T0100,14.764389,271.3972,25.582806,309.28943
20210108T0200,20.188908,273.0665,28.99062,298.1562
20210108T0300,20.316889,277.125,30.018473,292.56702
20210108T0400,17.227419,280.8403,29.46947,295.3129
20210108T0500,16.179985,290.85446,27.07669,305.80334
20210108T0600,15.379206,302.57407,28.528723,312.9546
20210108T0700,15.617529,295.97443,28.8,323.13013
20210108T0800,16.58346,297.1213,28.165257,324.888
20210108T0900,19.130875,289.7989,27.362368,327.35535
20210108T1000,19.829433,285.80252,27.169865,327.99463
20210108T1100,20.49156,288.43494,27.579382,324.02762
20210108T1200,15.509274,291.8014,27.776047,317.6264
20210108T1300,15.978486,284.34933,27.492311,315.0
20210108T1400,11.726277,287.8787,20.87379,315.0
20210108T1500,12.313893,285.25513,24.774696,305.5377
20210108T1600,9.693296,291.8014,28.660158,302.692
20210108T1700,7.9932966,305.83765,30.05515,304.2611
20210108T1800,6.9247384,332.10272,29.68636,309.09387
20210108T1900,6.849467,356.98724,28.266304,313.45184
20210108T2000,6.130579,3.3664398,26.987997,313.91907
20210108T2100,5.4477882,7.594635,26.230639,313.33167
20210108T2200,5.4833565,23.198593,23.977188,311.34778
20210108T2300,5.3517847,47.726303,22.26477,309.09387
20210109T0000,7.8625183,74.054596,20.674156,305.07376
20210109T0100,11.966953,83.08877,19.826164,299.35776
20210109T0200,15.226764,83.21102,20.140705,294.27444
20210109T0300,15.484185,72.40757,19.66536,293.7495
20210109T0400,15.459054,62.241455,19.191748,293.1986
20210109T0500,15.175612,67.693794,18.678415,297.55283
20210109T0600,21.566975,75.499825,17.595861,300.76273
20210109T0700,22.19773,81.60706,15.459054,297.75854
20210109T0800,23.933908,74.29136,15.463246,294.77515
20210109T0900,25.325686,84.289406,16.267857,294.8637
20210109T1000,28.467329,80.537674,15.778518,297.1497
20210109T1100,30.955812,81.30449,13.0447235,297.9795
20210109T1200,30.955812,81.30449,11.252519,277.3524
20210109T1300,23.83896,75.12432,15.4800005,270.0
20210109T1400,25.862436,73.835495,16.595179,294.3411
20210109T1500,27.684914,77.22875,17.399586,294.44397
20210109T1600,30.718357,79.87532,17.238699,298.70596
20210109T1700,33.3559,83.18178,17.287498,301.37302
20210109T1800,38.006863,84.019394,17.377226,309.95755
20210109T1900,41.52659,85.5251,18.35647,318.17984
20210109T2000,43.9259,89.06081,20.447239,333.8861
20210109T2100,45.012955,91.37483,21.749481,347.5741
20210109T2200,45.81062,93.60441,22.668568,349.93933
20210109T2300,47.58677,93.03557,21.67487,348.50342
20210110T0000,46.8,89.99999,23.358425,335.4099
20210110T0100,47.172367,88.68811,26.36616,325.008
20210110T0200,49.32,89.99999,30.472675,321.2345
20210110T0300,51.12,89.99999,34.847553,326.80243
20210110T0400,51.844997,90.79572,38.84832,339.3818
20210110T0500,50.399998,89.99999,42.021423,350.13422
20210110T0600,50.05165,88.76359,45.789394,356.84515
20210110T0700,51.491325,88.79817,51.171947,7.274994
20210110T0800,53.639996,89.99999,58.653492,16.766602
20210110T0900,55.80116,90.369644,65.36652,26.141693
20210110T1000,57.258106,91.44109,71.85676,28.74791
20210110T1100,56.89025,91.08776,75.38455,30.729126
20210110T1200,53.28,89.99999,76.68084,30.77922
20210110T1300,46.148857,86.86975,77.61736,31.920853
20210110T1400,44.732803,86.30861,80.59901,29.427444
20210110T1500,41.982853,84.09385,78.23273,30.104599
20210110T1600,39.966484,82.23483,74.300545,32.535065
20210110T1700,39.966484,82.23483,70.09192,33.690063
20210110T1800,40.449966,85.40575,67.5976,33.266907
20210110T1900,40.00052,87.42085,65.10726,32.811356
20210110T2000,42.5044,88.05852,65.001686,33.25
20210110T2100,43.213493,88.5679,62.707207,33.051437
20210110T2200,43.92,89.99999,61.408237,34.249023
20210110T2300,42.48,89.99999,59.261288,36.10414
20210111T0000,37.467678,87.7974,59.9916,38.17653
20210111T0100,33.672993,83.86273,59.783848,40.11479
20210111T0200,31.012281,80.64702,58.759453,37.782623
20210111T0300,28.528723,79.82449,57.464844,37.87497
20210111T0400,24.482647,72.89727,53.77513,31.029526
20210111T0500,17.22742,63.970406,53.939964,27.420135
20210111T0600,11.923557,61.11342,57.411816,33.49077
20210111T0700,9.693296,68.19859,55.506584,30.390182
20210111T0800,9.793058,72.89727,54.58958,25.382126
20210111T0900,9.449572,72.255325,52.3438,21.801407
20210111T1000,8.854829,63.43495,49.470863,21.336853
20210111T1100,7.7879906,56.30993,46.6891,19.832123
20210111T1200,6.763786,64.79888,45.754005,14.5829315
20210111T1300,4.3349743,48.366455,45.010075,7.352371
20210111T1400,9.72,89.99999,48.02594,14.765411
20210111T1500,9.0645685,96.84277,48.15126,11.645966
20210111T1600,5.7599998,89.99999,48.828793,8.906738
20210111T1700,0.5091169,44.999985,49.241104,9.255722
20210111T1800,2.52,270.0,51.117466,11.784744
20210111T1900,5.04,270.0,50.963844,8.530762
20210111T2000,7.5599995,270.0,48.940144,6.759079
20210111T2100,11.525623,268.21008,47.357452,5.233856
20210111T2200,15.119999,270.0,45.05181,357.2519
20210111T2300,20.633371,263.991,43.70257,348.5975
20210112T0000,26.6327,279.335,48.530617,350.60754
20210112T0100,32.078403,279.0395,51.430885,346.64465
20210112T0200,38.006863,275.9806,50.281574,330.86572
20210112T0300,43.237484,272.38596,51.560493,322.08994
20210112T0400,48.612,271.27304,58.81677,316.24
20210112T0500,50.045174,270.82434,65.73032,309.44397
20210112T0600,56.538338,271.45947,77.62655,310.48602
20210112T0700,60.479996,270.0,75.48849,311.52008
20210112T0800,69.233345,266.721,77.392456,314.24615
20210112T0900,76.09211,263.4802,85.41412,318.24615
20210112T1000,78.16229,264.1844,88.46409,318.1341
20210112T1100,79.79504,265.6013,94.0565,317.94757
20210112T1200,86.20928,266.40875,93.24834,319.85458
20210112T1300,90.07197,267.7094,90.64568,316.28735
20210112T1400,94.32412,264.96396,100.48386,309.62158
20210112T1500,93.440636,266.24466,104.49306,312.2073
20210112T1600,90.04607,268.16718,104.42979,313.0443
20210112T1700,86.95099,273.79828,101.6412,310.4032
20210112T1800,84.65513,280.7843,97.57062,312.7572
20210112T1900,79.72192,286.79837,98.04499,316.6366
20210112T2000,70.76633,293.69614,97.5022,319.1922
20210112T2100,60.716324,302.6536,97.41642,322.96072
20210112T2200,54.817017,308.60104,100.31346,324.1994
20210112T2300,53.422104,320.19443,105.94586,327.06592
20210113T0000,24.023088,340.7505,112.428986,328.75308
20210113T0100,31.682043,323.7812,116.6361,329.7945
20210113T0200,25.741888,317.8341,116.79212,331.46002
20210113T0300,19.09358,315.76392,117.4025,332.02054
20210113T0400,14.512064,299.74487,120.35526,331.21173
20210113T0500,12.522619,288.43497,124.89976,330.84915
20210113T0600,16.946787,282.26477,132.3126,330.85455
20210113T0700,18.64369,280.008,136.76068,331.54602
20210113T0800,22.963936,279.01932,141.88248,332.0045
20210113T0900,21.626984,267.1376,145.07106,332.6719
20210113T1000,27.288855,261.6561,146.50717,333.43497
20210113T1100,35.80688,279.84113,148.13681,334.36905
20210113T1200,47.827187,287.07104,149.90271,334.23495
20210113T1300,49.030098,277.59464,146.05621,332.2349
20210113T1400,39.239998,270.0,146.16177,337.0979
20210113T1500,43.956867,272.34686,151.76979,335.62354
20210113T1600,51.581856,273.60126,157.62122,332.96677
20210113T1700,58.80796,277.38605,148.22427,331.2563
20210113T1800,54.578896,296.22702,145.03711,329.7436
20210113T1900,55.441166,269.62796,139.49104,331.64917
20210113T2000,71.00036,296.8249,137.0144,333.97357
20210113T2100,70.03827,297.2236,138.16919,334.70355
20210113T2200,75.32263,310.5419,135.00769,331.3164
20210113T2300,71.3536,309.47247,133.52554,327.5525
20210114T0000,72.32058,309.95166,128.59209,323.19427
20210114T0100,69.740654,310.18427,119.82376,322.2005
20210114T0200,72.923775,309.18988,115.77681,323.3439
20210114T0300,74.49564,308.91925,111.779274,324.56958
20210114T0400,54.73894,305.3625,110.3093,319.50012
20210114T0500,30.817343,307.40536,117.43341,322.8491
20210114T0600,32.83705,322.12503,128.67671,328.26648
20210114T0700,30.760519,325.008,134.75449,324.5691
20210114T0800,36.544876,341.0296,129.2445,323.6089
20210114T0900,18.888851,7.666794,123.55554,322.69604
20210114T1000,14.480773,34.87532,115.856255,319.0318
20210114T1100,9.904906,70.90651,117.07917,322.49585
20210114T1200,10.08,89.99999,110.18882,324.44055
20210114T1300,14.205182,81.25384,101.145256,326.02716
20210114T1400,15.273505,98.1301,102.67323,323.41138
20210114T1500,15.077082,123.31062,93.246254,323.79373
20210114T1600,17.414474,119.74488,91.58444,323.3103
20210114T1700,21.407139,137.72632,87.3703,321.52454
20210114T1800,20.421871,139.28915,80.51937,317.53674
20210114T1900,19.576189,147.77124,68.252045,316.70984
20210114T2000,18.888851,172.33319,57.789806,315.75717
20210114T2100,23.893261,186.0542,46.07578,314.68347
20210114T2200,22.66857,200.44955,35.132755,314.16968
20210114T2300,27.343414,170.90973,26.552288,310.60132
20210115T0000,33.092598,157.61986,22.771244,320.77435
20210115T0100,28.337282,152.78389,25.171696,343.37927
20210115T0200,17.935081,141.5198,36.324337,340.30798
20210115T0300,17.906157,120.173515,42.31646,338.01758
20210115T0400,19.602652,97.38604,51.525295,334.33014
20210115T0500,24.482647,89.15747,54.911507,332.25897
20210115T0600,22.33161,88.15238,58.6137,334.53668
20210115T0700,26.727423,94.63546,60.379204,334.19885
20210115T0800,12.768586,68.49856,57.96447,334.23068
20210115T0900,11.620809,73.8108,55.54976,334.26526
20210115T1000,14.689589,72.89727,53.78477,334.6356
20210115T1100,20.140705,61.14434,47.247856,342.25534
20210115T1200,23.535301,83.85337,49.07105,345.55597
20210115T1300,27.021591,87.70938,48.786304,348.93884
20210115T1400,21.746504,83.345566,46.193768,355.97803
20210115T1500,16.055353,70.346176,49.352833,2.0901337
20210115T1600,10.365251,69.67686,53.37842,3.4799042
20210115T1700,9.565437,70.20111,57.67195,2.8624115
20210115T1800,9.178235,78.69006,62.070515,3.9909058
20210115T1900,12.413476,73.141594,64.96877,4.130844
20210115T2000,16.199999,89.99999,65.2822,6.9682617
20210115T2100,18.03237,93.433624,66.94935,8.347946
20210115T2200,18.374111,92.245735,68.94916,9.314774
20210115T2300,17.654688,87.66269,69.90492,10.384018
20210116T0000,14.618837,80.07375,70.073425,9.462311
20210116T0100,9.904906,70.90651,70.464424,7.633316
20210116T0200,6.12,61.927513,70.53244,5.5650787
20210116T0300,3.8773184,68.19859,71.84322,4.310608
20210116T0400,2.9024127,60.25511,73.906166,3.071457
20210116T0500,2.9024127,60.25511,77.46778,2.3970032
20210116T0600,4.6938257,57.5288,79.6414,2.590805
20210116T0700,6.193674,54.46232,82.23459,3.513733
20210116T0800,5.8603754,47.489548,83.384895,4.2089844
20210116T0900,4.3349743,41.63353,82.81956,5.487549
20210116T1000,3.671294,11.309921,81.89664,6.5626984
20210116T1100,2.6208394,344.0546,80.74359,6.1427
20210116T1200,0.0,180.0,79.91838,5.4280853
20210116T1300,1.609969,206.56505,79.719475,3.6247406
20210116T1400,2.8116899,219.80557,77.12575,353.83704
20210116T1500,8.350138,262.5686,77.03075,352.21072
20210116T1600,15.4800005,270.0,79.30874,350.06738
20210116T1700,22.319998,270.0,82.85712,350.49677
20210116T1800,29.427662,262.26642,88.63094,345.17352
20210116T1900,31.782108,260.2176,94.40309,337.34653
20210116T2000,31.75355,266.0995,90.641396,333.3332
20210116T2100,37.330803,263.35474,87.00464,328.01978
20210116T2200,39.35872,261.05463,83.67193,322.34125
20210116T2300,33.93179,252.7185,78.344475,323.97263
20210117T0000,34.82895,240.25513,73.55285,336.94873
20210117T0100,36.997772,259.3461,77.54637,328.67133
20210117T0200,53.153362,261.43085,73.20315,320.98816
20210117T0300,61.645206,266.9872,76.63266,315.95166
20210117T0400,63.65488,264.48285,83.085945,317.8098
20210117T0500,67.75751,272.74078,82.4785,314.64636
20210117T0600,65.17193,280.503,84.3507,320.19443
20210117T0700,62.208164,286.12756,83.40587,324.66357
20210117T0800,58.192078,308.21698,80.06662,323.5938
20210117T0900,54.393368,319.56323,77.04756,323.93326
20210117T1000,52.56493,323.91492,71.208145,323.01425
20210117T1100,51.34892,319.8344,63.84293,319.5739
20210117T1200,49.924614,326.7683,65.69383,313.6678
20210117T1300,49.78554,319.3987,65.42201,315.22296
20210117T1400,35.221176,310.85538,30.344818,311.63354
20210117T1500,35.141975,330.54633,24.951921,316.16913
20210117T1600,41.598305,336.541,23.469128,327.5288
20210117T1700,43.53619,336.6148,28.348713,342.25534
20210117T1800,46.601578,339.18494,42.853607,1.4441223
20210117T1900,44.554268,344.0546,46.834602,357.79742
20210117T2000,39.20696,346.72937,47.22728,356.9413
20210117T2100,34.57687,345.52972,48.32589,356.5834
20210117T2200,29.317352,335.32312,46.176926,351.93307
20210117T2300,25.809765,329.8586,47.238255,345.43427
20210118T0000,25.762016,326.97614,51.394333,335.5893
20210118T0100,24.826954,330.46124,58.96202,335.46918
20210118T0200,21.980644,328.39252,64.34338,340.0443
20210118T0300,16.039202,315.9094,62.974285,337.83365
20210118T0400,14.57889,302.90524,58.603752,333.74976
20210118T0500,18.335276,313.40887,61.852985,335.22485
20210118T0600,21.9718,304.99203,62.871292,336.37064
20210118T0700,30.563978,313.09088,64.04763,338.91626
20210118T0800,29.598919,311.0548,68.31468,340.61023
20210118T0900,28.091534,300.83783,67.2969,340.30493
20210118T1000,26.309572,286.69925,71.27091,340.8329
20210118T1100,30.05515,288.86902,69.67278,341.9395
20210118T1200,23.83896,284.87567,68.40095,337.0786
20210118T1300,23.263912,291.8014,76.55906,339.34937
20210118T1400,29.162226,269.2927,63.246372,338.9859
20210118T1500,32.49785,265.5526,66.78751,338.82947
20210118T1600,32.809414,266.85504,72.93887,338.8813
20210118T1700,32.402,269.3634,76.27413,341.56506
20210118T1800,33.12,270.0,78.75447,338.83087
20210118T1900,29.5551,272.79272,78.57984,334.49152
20210118T2000,24.57511,275.04245,76.959206,333.91443
20210118T2100,21.602999,269.04517,74.38074,333.55896
20210118T2200,21.2522,259.2611,73.00992,330.78076
20210118T2300,21.313093,254.32048,70.49385,325.823
20210119T0000,23.110205,251.84729,67.97902,322.0984
20210119T0100,26.019806,255.57922,61.45148,321.18292
20210119T0200,29.522196,254.43849,59.1847,323.40894
20210119T0300,34.03476,259.64096,64.617744,324.98184
20210119T0400,38.351406,260.27243,71.208145,323.01425
20210119T0500,40.960976,257.30734,69.637436,324.25574
20210119T0600,42.64443,258.31064,68.51076,325.0573
20210119T0700,48.896427,256.37302,74.23423,322.68555
20210119T0800,54.237076,257.34744,78.179695,326.4563
20210119T0900,57.755043,258.12973,77.74084,329.99185
20210119T1000,61.70614,258.55896,67.07409,321.10007
20210119T1100,65.139114,256.5782,66.03817,305.68292
20210119T1200,66.71665,254.98892,63.967655,294.25714
20210119T1300,64.789,256.50427,71.756584,293.34955
20210119T1400,64.19416,257.36664,73.447945,287.10272
20210119T1500,58.501934,256.47684,74.45824,287.73413
20210119T1600,60.09412,257.54565,71.94598,283.8972
20210119T1700,59.8001,258.893,73.44882,279.87784
20210119T1800,58.03486,258.55066,77.84329,272.6507
20210119T1900,56.97675,258.33508,80.66008,271.27872
20210119T2000,55.35344,259.12854,83.11245,274.96973
20210119T2100,55.994755,259.62927,83.60763,275.93152
20210119T2200,56.905056,258.69006,81.85627,276.31238
20210119T2300,61.737637,256.85513,78.38829,274.7418
20210120T0000,64.53747,254.80093,75.669395,272.45404
20210120T0100,67.20535,253.50653,71.33816,272.31372
20210120T0200,70.86241,253.77472,68.25395,274.53778
20210120T0300,68.65814,252.61014,71.28091,270.28937
20210120T0400,68.42368,252.23236,76.89603,265.70416
20210120T0500,70.35767,252.1213,76.20614,265.3937
20210120T0600,70.01514,252.03087,66.96097,269.69196
20210120T0700,69.2193,252.13046,65.95962,267.18445
20210120T0800,65.3457,251.36542,62.070515,266.0091
20210120T0900,62.1915,249.67686,61.502075,261.58533
20210120T1000,67.22078,246.31792,63.690495,259.57928
20210120T1100,67.947556,244.24953,62.98457,257.7909
20210120T1200,74.58171,239.22597,58.76387,255.45297
20210120T1300,80.929565,232.77328,53.78477,244.63559
20210120T1400,65.32685,234.64584,58.294437,247.87006
20210120T1500,62.918694,230.5722,58.603752,243.74977
20210120T1600,58.387737,228.24911,58.901543,239.5167
20210120T1700,57.04154,226.53435,59.83477,232.57854
20210120T1800,54.226326,224.19307,64.16185,230.2356
20210120T1900,52.511894,218.59846,66.342636,231.38875
20210120T2000,48.67328,209.21925,66.97258,226.52463
20210120T2100,40.582714,205.20113,69.49865,225.62961
20210120T2200,47.027905,213.44678,71.787285,225.40634
20210120T2300,62.732002,215.42302,75.09862,224.41736
20210121T0000,84.3361,218.23965,80.672134,220.65677
20210121T0100,95.355835,218.25443,76.90362,223.48259
20210121T0200,94.392105,216.78249,62.917664,227.08678
20210121T0300,98.559166,218.92128,71.12529,230.7514
20210121T0400,102.96755,222.1659,69.9846,233.36589
20210121T0500,112.26287,225.38977,72.69593,240.64226
20210121T0600,113.533066,225.0,75.19175,244.17105
20210121T0700,118.91176,226.34933,81.33929,245.1363
20210121T0800,117.03157,229.99133,83.753204,245.08725
20210121T0900,117.86083,230.32887,76.48623,247.29716
20210121T1000,110.5411,232.01047,72.10163,253.46516
20210121T1100,110.03581,232.04282,72.176186,251.38431
20210121T1200,104.33916,236.25511,75.38541,250.18054
20210121T1300,97.387146,240.30766,84.95084,250.18285
20210121T1400,93.727295,242.05698,77.1081,249.78836
20210121T1500,83.78106,239.24736,80.69543,247.43912
20210121T1600,78.08598,237.04257,82.86649,246.4419
20210121T1700,72.905106,235.05434,89.29814,246.22513
20210121T1800,72.02249,231.69801,92.42119,242.63646
20210121T1900,83.65024,228.48932,98.2213,244.37415
20210121T2000,91.90441,225.79352,95.064545,248.6821
20210121T2100,88.19633,227.97803,86.67332,249.83391
20210121T2200,103.35072,225.0,84.90506,247.56702
20210121T2300,104.49306,227.79271,90.40086,238.0188
20210122T0000,106.09316,231.61346,106.51438,245.86055
20210122T0100,115.78911,228.52919,93.96552,235.45757
20210122T0200,101.74252,233.77885,113.82606,236.6115
20210122T0300,100.84692,235.91284,100.88032,232.39401
20210122T0400,93.91309,238.32056,88.5878,247.29059
20210122T0500,90.14101,238.7223,89.82198,251.7829
20210122T0600,89.86814,235.6097,88.39448,258.96466
20210122T0700,90.665695,235.67896,80.80136,254.22993
20210122T0800,87.69233,237.74529,80.309044,253.59598
20210122T0900,84.3361,231.76035,70.12704,251.75108
20210122T1000,91.26124,235.93382,80.50247,256.0259
20210122T1100,80.77569,236.45158,78.21533,248.39447
20210122T1200,67.303635,242.61258,79.73573,257.21866
20210122T1300,91.437874,238.68806,79.51682,253.6983
20210122T1400,19.45333,267.8789,70.77457,224.17566
20210122T1500,9.693296,328.67133,74.07432,229.73094
20210122T1600,1.8,36.86989,77.76083,228.19025
20210122T1700,11.252519,187.35239,81.2524,226.97495
20210122T1800,30.173496,199.51587,80.43805,229.53778
20210122T1900,34.458603,212.19574,78.880264,231.29936
20210122T2000,42.9367,236.97614,77.690796,222.9345
20210122T2100,40.77069,240.9454,65.77269,221.89398
20210122T2200,36.67232,283.627,44.65306,240.5416
20210122T2300,39.53121,307.6004,31.104082,232.99748
20210123T0000,52.367317,341.56506,36.73588,245.69547
20210123T0100,57.91078,326.40875,39.771446,242.50717
20210123T0200,64.66085,306.1681,47.97194,238.81503
20210123T0300,60.330883,302.07785,47.91382,239.77455
20210123T0400,54.110287,295.2011,44.41297,250.09625
20210123T0500,48.20372,291.00677,47.197083,248.52321
20210123T0600,41.86693,281.40656,50.23516,242.70044
20210123T0700,41.750687,277.4314,48.214466,254.4072
20210123T0800,44.202366,282.22513,46.16991,266.42368
20210123T0900,39.797504,275.7106,48.83941,288.0343
20210123T1000,40.192837,263.82983,54.02999,293.14847
20210123T1100,37.564407,257.82855,53.459694,295.52972
20210123T1200,30.96837,252.40758,44.79216,291.20282
20210123T1300,26.544964,249.35301,42.51812,272.42633
20210123T1400,19.022177,240.52411,41.211746,255.84238
